name;lat;long
Lower Basic School;13.181641999698638;-16.2470144
Lower Basic School;13.22853469970371;-16.271918
Lower Basic School;13.24246119970522;-16.3111374
Berefet Lower Basic School;13.24331779970531;-16.3805319
Sutusinjang Basic Cycle School;13.184475999698943;-16.3809743
Islamic Lower Basic School;13.18752309969927;-16.3814843
Lower Basic School;13.21606839970236;-16.4759152
Ecole Keur Aïp Ka;13.653670599750702;-16.3266841
Ecole Daga Ndoup;13.67684829975331;-16.350494
École primaire Karang Poste;13.600197299744696;-16.4408438
École arabe de Karang Socé;13.600521199744732;-16.4440316
École Karang 4;13.599963899744672;-16.4211598
École Karang 1;13.602775799744988;-16.4248387
Darou Mérina;13.612725499746102;-16.424859
Lycée mixte de Karang;13.611749699745994;-16.4220758
École Karang 2;13.594531399744065;-16.4251003
Kerr Sanyang Basic Cycle School;13.574564199741827;-16.4575963
Ecole Médina Santhie;13.712562899757343;-16.4122117
Ecole Keur Lahine Fatim;13.735022199759882;-16.387091399999996
Ecole Pakala;13.743680099760859;-16.3612872
Ecole Primaire;13.791243999766255;-16.4745787
Ecole Maternelle;13.790961399766223;-16.4754976
Ecole Cora;13.793120299766466;-16.4761664
Sainte thérése de l'enfant jésus;13.883854899776802;-16.3748136
Ecole primaire;13.87802349977614;-16.3745615
Ecole primaire;13.877997399776135;-16.367689699999996
École primaire Thiakho macoumba;13.931050499782206;-16.312726
Lycée de Passy;13.978995599787703;-16.268668399999996
NULL;13.783488799765372;-16.2319203
Lycée de ndoffane;13.917723099780682;-15.932742300000001
NULL;13.935532799782722;-15.9474626
École 3;13.918960299780819;-15.931711699999996
École 3;13.918787299780801;-15.931952
NULL;13.918014799780714;-15.927826200000002
École privée catholique notre dame de laghem;13.91677599978057;-15.9267659
École 1;13.919888299780927;-15.924621899999998
École Ndoffane 1;13.91982319978092;-15.924209399999999
École 2;13.924420499781444;-15.919449499999997
Cem ndoffane laghen;13.911910399780016;-15.9194106
École 2;13.91426289978028;-15.919948500000002
NULL;13.913250599780168;-15.927204100000003
ECOLE ELEMENTAIRE EL I NIASSE;13.764177299763183;-15.9054539
LYCEE DE TAIBA NIASSENE;13.767042999763508;-15.9053922
DAARA MODERNE;13.765927999763381;-15.900542699999997
ECOLE PRIVEE;13.762728899763017;-15.903444900000002
ECOLE PRIVEE ARABE;13.758174899762505;-15.901444000000001
ECOLE PRIMAIRE DE TAIBA NIASSENE;13.755454999762195;-15.9039223
Njawara Basic Cycle and Senior Secondary School;13.573355999741695;-16.076454699999996
Suwareh Kunda Nursery School;13.503732399733932;-16.0812796
Kerewan Basic Cycle School;13.492249399732659;-16.0876146
Kerewan Senior Secondary School;13.493135599732753;-16.0877849
Kerewan Nursery School;13.492867399732726;-16.0884983
Ballinhor LBS;13.494865499732946;-15.6093761
Kubandarr LBS;13.539954599737966;-15.635308499999999
Illiassa Secondary School;13.562683299740499;-15.746703499999999
Macca Farafenni LBS;13.573102299741665;-15.637667999999996
Mama Tamba Nursery School;13.563310799740568;-15.750230400000001
Illiassa Basic Cycle School;13.56276239974051;-15.753615499999999
NULL;13.567075499740987;-15.7945338
NULL;13.949228199784288;-15.659159999999998
NULL;13.769464399763782;-15.583144199999998
NULL;13.768917599763721;-15.5836625
Farafenni Lower Basic School;13.571900899741527;-15.5968275
Anglican Training Center;13.564724099740728;-15.592755500000003
Madrassas;13.561867699740413;-15.5957388
Soma new lower basic school;13.433921799726194;-15.5329131
Karantaba Lower Basic School;13.443167899727218;-15.5157913
NULL;13.312534499712857;-15.884022000000002
NULL;13.301864799711687;-15.870849399999997
Nioro Jattaba Upper & Senior Secondary School;13.292659799710684;-15.8291918
Nioro Jattaba Lower Basic School;13.29266359971068;-15.8299489
Sillacounda Ecole Elementaire;13.069724199686634;-15.299480799999996
Ecole Joseph Baldé;12.88251669966689;-14.939908999999997
Groupe Scolaire Wakilo;12.90243639966897;-14.9407849
École Élémentaire Sikolo Nord;12.90746569966949;-14.92729
École Élémentaire de Hilele;12.89487959966818;-14.9273317
École élémentaire Amadou Michel Diop;12.886603599667314;-14.9310237
École Élémentaire Moussa Camara;12.882929999666931;-14.9259515
El HADJI Alpha Coumbarou Cissé;12.87812339966643;-14.912709100000002
Kudang Lower Basic School;13.664031399751869;-15.061521700000002
Kudang Upper Basic School;13.66421389975189;-15.062822600000002
NULL;13.978727399787676;-14.7961351
Jurumeh Koto Basic Cycle School;13.578833799742302;-14.781447100000001
Medina Full Cycle School;13.696583099755536;-14.880789500000002
Janjanbureh Upper Basic School;13.542532699738254;-14.7694482
Armitage Upper Basic School;13.542313099738227;-14.7680547
Tamba San Sang Lower Basic School;13.376868599719904;-14.1588114
Saint George's Lower Basic School;13.297364999711196;-14.2064758
Saint George's Technical, Junior & Senior Secondary School;13.298385099711307;-14.21011
Nasir Ahmadiyya Muslim Senior Secondary School;13.299942699711476;-14.202188899999998
Kaba Kama Chigambas Nursery School;13.301869299711688;-14.2022587
Teacher Anna Skills Centre;13.302368299711745;-14.2025866
Ecole Elementaire Sare Boido Maly;13.13145819969324;-14.3355268
Ecole Elementaire Linguedie;13.187588499699283;-14.359884
Ecole Elementaire Piaye Boure;13.152879099695538;-14.3934733
Ecole Elementaire Sare Ndoumbe;13.221720599702971;-14.397471900000001
Sare Soffie Basic Cycle School;13.414682199724068;-14.521405199999998
École Élémentaire de Konadji;13.1710874996975;-14.575752500000002
CEM Fafacourou;13.060362499685636;-14.5592414
École Primaire Fafacourou;13.061084699685715;-14.558771799999997
École Élémentaire Saré Dickel;13.038640799683327;-14.639773799999997
Ecole Elementaire Sare Amadou;12.873476199665946;-14.322270799999998
Ecole Elementaire Mediyana Aliou Samba;12.845369299663021;-14.3140443
Ecole Elementaire Sinthiang Nafa;12.906042299669345;-14.296254799999998
Ecole Elementaire Mampatim;12.889491699667618;-14.340433499999994
Ecole Elementaire Sare Meta;12.897301699668432;-14.3344565
Ecole Elementaire Sare Bouty;12.943528099673275;-14.292098999999999
Ecole Elementaire Sare Alette;12.939933599672898;-14.2968452
Ecole Elementaire Sinthiang Soukel;12.968248299675876;-14.358498699999997
Ecole Elementaire Sare Pathe Bouya;12.946978099673638;-14.3617921
Ecole Elementaire Mediyana Aliou Samba;12.943803999673303;-14.3910065
Ecole Elementaire Sare Boido Pithiame;13.010457999680337;-14.401292599999998
Ecole Elementaire Diankacounda Taba;13.012328299680537;-14.387727700000001
Ecole Elementaire Diankacounda Mandingue;13.000797199679313;-14.384041799999997
Ecole Elementaire Diankacounda Oguel;13.011408599680436;-14.3612793
Ecole Elementaire Darsalam Mamadou Toure;13.039357699683402;-14.3534296
Ecole Elementaire Médina Ndiobo;13.047873899684308;-14.354055499999998
Ecole Elementaire Fafacourou;13.053761599684936;-14.4196901
École primaire Saré Samba Tening;13.065544899686186;-14.3990249
Ecole Elementaire Velingara Diouhe;13.064664199686094;-14.3976001
Ecole Elementaire Sare Tening;13.079624199687688;-14.3576491
Ecole Elementaire Sinthiang Sadio;12.914676399670249;-14.276448499999999
Ecole Elementaire Sare Yero Oussou;12.918766699670677;-14.2694743
Ecole Elementaire Sinthiang Kelefa;12.82560169966097;-14.249631499999998
Ecole Elementaire Mediyana Aliou Samba;12.788157499657101;-14.329752699999997
Ecole Elementaire Mediyana Aliou Samba;12.78666859965695;-14.348269000000002
Ecole Elementaire Mediyana Aliou Samba;12.80230259965856;-14.3477942
Ecole Elementaire Sare Ndeyla;12.814429399659815;-14.358645799999998
NULL;12.702754199648346;-15.0670476
NULL;12.83485279966193;-11.7645583
SATADOUGOU;12.61258329963921;-11.4138167
DIOULAFOUNDOU MANAKOTO;12.72621669965074;-11.3878
FADOUGOU;12.538644099631806;-11.3836423
MAHINAMINE;12.920160599670824;-11.378838299999998
MADINANDING;12.906046799669348;-11.391156099999998
KENIEKO;13.198683299700479;-11.500283299999998
BEROLA (Dialafara);13.3986332997223;-11.63615
FARINKOUNDA;13.424516699725157;-11.7286667
Keniekenieba;13.3740932997196;-11.8671935
Ecole Spiritain et Casque Verts;12.760211599654225;-12.2415521
School of Dar Salam;12.53066349963101;-12.236938
CEM de Kabendou;12.903554799669086;-14.1218922
Ecole elementaire 2 de Kabendou;12.908344499669585;-14.118665499999999
Ecole elementaire Hadia mahawa guirassy de KABENDOU;12.915920999670384;-14.121733899999999
Garawol upper basic school;13.405211599723023;-13.938600599999997
Song Kunda Lower Basic Cycle School;13.381293499720393;-13.849743899999998
NULL;13.257956199706905;-13.905421800000001
NULL;13.331641799714946;-13.8211441
Ecole élémentaire Moriba DIARRA de BOTOU;13.808224999768186;-13.5788443
koina arabic school;13.47622359973088;-13.8603372
NULL;13.449384499727904;-13.9554834
NULL;14.069496899798128;-13.1357395
Daara moderne;15.295764899942233;-13.964246
École primaire de Siviabé;15.244867399936226;-13.876920199999999
Elementary School;16.068329700032344;-13.836830199999998
NULL;16.102215500036227;-13.945754399999998
Case des tout petits;16.061536500031565;-13.8120941
Collège;15.891354100011945;-13.497268699999998
Ecole 1;15.886760500011421;-13.490779299999998
Lycee de Kanel;15.476498599963518;-13.178780799999998
College de Kanel;15.486326299964675;-13.184811
NULL;15.488274099964901;-13.17446
Centre De Formation Professionnelle D’Ourossogui;15.609210099979094;-13.3286062
Lycée;15.376810199951786;-13.144456499999999
Sangalou;14.719437099874135;-12.2060705
FEGUI;14.623333299862809;-12.1481833
SALAHI WANADIAHI;14.623333299862809;-12.1481833
MANAHARA AL HOUDA FEGUI;14.623333299862809;-12.1481833
MANAHARA AL HOUDA;14.623333299862809;-12.1481833
SOLAHI WANANDJAHI FEGUI;14.623333299862809;-12.1481833
FEGUI [2ème C];14.623333299862809;-12.1481833
SAMBA DRAMANE;14.56556669985601;-12.183649999999998
GOUNDIAM;14.661866699867346;-12.165599999999998
SABIL ALFALAHI de GOUNDIAM;14.661866699867346;-12.165599999999998
Medersa de Goundiam;14.661866699867346;-12.165599999999998
MEDERSA GOUNDIAM [2ème C];14.661866699867346;-12.165599999999998
ecole elementaire de Gande;15.09976419991908;-12.6558705
L'Ecole Primaire de Moribougou;14.838816999888232;-12.465759299999998
DIBOLI [2ème C];;
DIALAMBY;14.51194999984971;-12.214216699999998
DIALAMBI [2ème C];14.51194999984971;-12.214216699999998
DIABOUGOU [1er C]ycle;14.540816699853101;-12.214716699999999
DIABOUGOU MEDERSA;14.540816699853101;-12.214716699999999
NAYE PEULH;14.371655699833262;-12.1209146
Ecole primaire 2;16.3958558000695;-16.0762757
Ecole primaire 1;16.39746140006968;-16.074484000000005
Ecole arabe oustaz Khalifa;16.40084250007006;-16.076721
Ecole Arabe Oustaz Fall;16.400859200070062;-16.0763642
Ecole coranique Oustaz Ndiaye;16.398555000069805;-16.0763226
CEM de Mboundoum-Barrage;16.40160920007014;-16.083608899999998
École Élémentaire Thiago;16.396485100069572;-15.7171786
Ecole1;16.466820500077436;-15.6967902
Ecole2;16.46630610007738;-15.6969094
Case des Tout-petits;16.461269100076812;-15.675274099999996
École élémentaire Gallo Malick;16.460987700076785;-15.674745700000003
Lycée de Richard Toll;16.459867900076656;-15.6737426
Centre de Formation Professionnelle et Technique de Richard Toll;16.459730000076643;-15.6746217
ACAPES;16.460426400076724;-15.6741204
Arabe;16.462167700076915;-15.666168900000002
Ecole Franco-Arabe de Rosso Sénégal;16.498797800080993;-15.8087186
Ecole primaire 2 de Rosso Sénégal;16.49903960008102;-15.807972299999996
ECOLE PRIMAIRE DE PAKH;16.402710900070268;-15.811520700000003
Ecole Coranique Pakh;16.403858600070397;-15.813134299999996
Collége;16.52217560008359;-15.2219466
Lycée de Fanaye;16.522338100083605;-15.2312796
Ecole élémentaire;16.52732440008416;-15.222002499999999
ecole 1 walalde;16.50414470008159;-14.194673699999997
ecole2 walalde;16.50631650008183;-14.198743399999998
cem de doundodji;15.47430929996326;-15.1939733
cem ouarkhokh;15.38160309995235;-15.242405200000002
NULL;15.279322499940294;-14.600908999999996
DUDAL NADIACI;14.043183999795094;-14.5249254
Doudal fass gounass;14.046045299795427;-14.522488100000002
École Mbadianene;14.069016699798079;-15.2980964
École franco arabe;14.078856899799213;-15.295838899999998
Internat Taysiroul Hasiir;14.864646499891284;-15.892121799999996
Cem Darou Salam Tip;14.673963099868773;-15.8562466
Ecole élementaire EFA Sadio 2;14.804545299884186;-15.544397999999996
CEM DE SADIO;14.798115799883426;-15.5512827
École primaire Thiakho Madialé;14.022099899792666;-15.837261499999997
NULL;14.188878699811957;-16.1622489
Lycée Mixe de Sibassor;14.191885499812301;-16.154482399999996
École Sibassor 3;14.188174099811874;-16.154805899999996
Cours Privèe Mboutou Sow;14.143402399806678;-16.0757044
Institut Darul Hadith;14.170639199809838;-16.0751006
École Nguolothie;14.21792209981533;-16.154888399999997
Lycée Technique de Fatick;14.350822499830826;-16.4023354
College Ablaye Gueye;14.700447399871898;-16.4540514
École Al Hazar;14.696914999871478;-16.4583027
Ecole Primaire de Mbaye Mbaye Bal;15.677649499987094;-16.365307899999998
Ecole Primaire de Santiou Baiti Rip;15.677664299987095;-16.3511847
École primaire de Modou Khari;15.64869589998371;-16.3043064
Daara coranique Alou Moussa;15.640201199982716;-16.2165539
Ecole Franco-Arabe Tawfekh;15.638618199982535;-16.219690399999998
Ecole Elémentaire Franco-Arabe public;15.633796099981968;-16.2209339
Daara coranique Siradjoudine;15.635052999982113;-16.2198571
Franco-Arabe Cheikh Kébé;15.63387989998198;-16.219335099999995
SOS;15.617481899980064;-16.208596800000002
Sainte Marie;15.62238299998063;-16.224578099999995
CEM DE SYER;16.12924860003932;-15.882286099999998
Daara Tiékéne;16.215891700049184;-15.858257800000002
Ecole Elementaire de Tiékéne;16.214012900048974;-15.859067699999997
Amadou Lampsar Sall;15.917889400015024;-16.2686559
Ecole Ngallèle 2;16.03798980002886;-16.4461292
Case des Tout Petits;16.039600400029048;-16.443362699999998
Cours Elémentaire Serigne Moussa Diop;16.041065900029214;-16.4431206
ISFOS;16.041951900029318;-16.441153299999996
NULL;16.04497810002967;-16.4430214
ECOLE SAINT LUIS;16.035411500028566;-16.4485625
Ecole élémentaire Fandjiri Koné de Khor-Usine;16.02533300002741;-16.4739013
Prytanée Militaire Charles N'tchoréré de Saint Louis;16.062890500031724;-16.4557361
Ecole Elementaire de Taba Tach;16.10713040003679;-16.413803499999997
UGB 2;16.06036740003143;-16.4253942
Centre de formation en machiniste Agricole;16.1334751000398;-16.3240089
NULL;16.03298290002829;-16.488865599999997
NULL;16.03008880002795;-16.4876211
NULL;16.031219600028088;-16.4888942
NULL;16.03045830002799;-16.4889228
NULL;16.03045830002799;-16.4889228
NULL;16.029980500027943;-16.4891785
NULL;16.029980500027943;-16.4891785
Séminaire St Luc;16.027309200027638;-16.4898876
NULL;16.026546700027545;-16.4890667
sankhoré;16.0261102000275;-16.4913033
Ecole élémentaire Soukeyna KONARE;16.024743800027338;-16.4918642
Ecole Coranique;16.02379460002723;-16.4894989
Groupe Scolaire Mame Marie Thiayga;16.023207800027162;-16.487006999999995
Daara Serigne Diop;16.02631860002752;-16.4854139
NULL;16.02292890002713;-16.485732799999997
Ecole Coranique;16.019523200026736;-16.487356999999996
Franco-Arabe Ramatoulahi;16.019624700026757;-16.488378299999997
Ecole Coranique HYZBU TARQIYA;16.02019470002682;-16.4859119
NULL;16.02029170002683;-16.489241699999997
Abu Bakar As-Siddiq;16.021605600026984;-16.4898625
NULL;16.021773500026995;-16.4899166
NULL;16.022559400027088;-16.4897382
NULL;16.022695200027105;-16.497409299999998
Ecole Coranique Thierno Ibrahima Dath;16.025614000027442;-16.495500299999996
NULL;16.0261669000275;-16.4950418
Ancienne Ecole des Otages;16.025383300027414;-16.4957981
Telemac;16.029575200027892;-16.4943611
École primaire Émile Sarr;16.02830230002775;-16.5058225
Ecole élementaire Alfred Dodds;16.031090500028068;-16.5086771
Jardin d'enfant Saint Cluny;16.029357900027875;-16.5082492
Daara Serigne Moukhsine Diop;16.02372060002723;-16.5062234
Ecole Elémentaire Léontine Gracianet;16.025453200027428;-16.5037604
Ecole Ahmadou Bamba;16.026632200027557;-16.503859199999997
CEM Ndiawar Sarr;16.024514700027314;-16.504225
CEM Amadou Dugay Cledor Ndiaye;16.023857400027236;-16.5044228
Alioune Babacar Sarr;16.02170410002699;-16.5052911
Groupe Scolaire Eyup Sultan;16.02207170002703;-16.5052594
Ndaté Yalla;16.021424500026963;-16.5058933
NULL;16.02018830002682;-16.5054002
Yavuz Selim;16.02028140002682;-16.5046856
Lycée d'excellence Aimé Césaire;16.03327400002832;-16.505404799999997
Limalé Ndiaye;16.03535530002856;-16.502980699999995
CEM Amadou Mar Diop;16.035757000028603;-16.503253
Ecole Mamour Diallo;16.03624840002866;-16.507668
Ecole élémentaire Ousmane Sow;16.036945900028744;-16.5078217
Ecole Youssou Ndiaye;16.03631180002867;-16.5083608
École Élémentaire Goxumbacc 2;16.043998700029555;-16.5071928
Ecole Gooxu Mbacc 1;16.04187470002931;-16.506180199999996
École d'enseignement coranique et éducation islamique;16.044881700029656;-16.5055283
NULL;15.98989700002333;-16.5103879
Cours Privés Amadou Gaye;16.012176600025892;-16.4954808
Ecole maternelle;16.012335200025912;-16.492395
NULL;16.010946800025756;-16.4860059
NULL;16.01090170002575;-16.4863653
NULL;16.01092110002575;-16.4862339
Dara Coranique;15.993173400023709;-16.488482999999995
Collège Guinaw Rail;15.987582200023065;-16.4887109
Institut Islamique Franco Arabe Ibnou Ousseymine;15.989419100023277;-16.4896162
NULL;15.990174800023365;-16.491576
Groupe Scolaire Leer Gui;15.98540170002281;-16.492899099999995
Dara Al Quran: Baytil Ma'muur;15.986570700022947;-16.4926801
Ecole Primaire Mamadou Charles Niang;15.985189300022787;-16.4893118
Ecole élémentaire de Pilote;15.895814400012469;-16.5060474
Ecole Coranique;15.898454200012768;-16.5076258
Ecole elementaire de Niayam;15.73745919999407;-16.5430791
CIFOP;15.166650199926986;-16.901052499999995
dara alhadji Malick Diop;15.136940799923474;-16.8780238
ècole keur Khlaè yi;15.134223599923152;-16.8788414
Lycée d'enseignement général de Ndande;15.275556199939846;-16.5316263
Ecole Elémentaire de Kelle;15.184133999929053;-16.5773041
Ecole Elementaire de Satté;15.213224299932488;-16.536003999999995
Ecole Elementaire de Mber;15.225826499933977;-16.553923899999997
Elementary School De Palmeo;15.262549799938313;-16.5399999
Ecole Elementaire de Loyenne Yirou;15.263384099938408;-16.5100026
Ecole Elementaire de Mamadou Massina;15.18497379992915;-16.5052645
Ecole Elementaire de Ngéoul Louto;15.136648199923439;-16.544710299999995
Ecole Elementaire de Dior;15.100963799919219;-16.5165268
Ecole Elementaire de Battal1;15.07424089991606;-16.540604499999997
Ecole coranique Ndoyène Ndiasse;15.105727999919782;-16.5490112
Daara Coranique de Ndawéne;15.113422899920698;-16.560157199999995
Institut Islamique Mame Leye Kane;15.012268099908733;-16.525608899999998
Ecole Elementaire de Keur Diadié;15.053508299913613;-16.5380159
Daara Kahone Diagne;15.023151699910018;-16.5237673
Institut islamique Cheikhayati;15.038181299911795;-16.5195564
Institut Islamique Gouye Ndioro;15.049826399913176;-16.5204707
NULL;14.874170899892409;-16.6110385
Cheikh Dé Thialaw Seck;15.005900599907982;-16.7429969
Lycée Serigne Amadou Cissé;15.006708899908078;-16.7428011
Faculté Islamique branche Sénégal;15.008530199908297;-16.7419616
Serigne Cheikh Thioro Mbacké;15.018462699909467;-16.731590799999996
Case des tous petits de pire;15.012719299908794;-16.7404113
Al Azhar serigne mourtada mbacké;15.01666739990926;-16.732580599999995
Cours Privé Serigne Moustapha Cissé;15.011641599908662;-16.736615999999998
Serigne Pire khaly Amar Fall;15.011361799908626;-16.730695
école 4;15.001484299907464;-16.7344336
NULL;15.116790099921094;-16.639555699999995
institut islamique keur khalifa;14.940269199900223;-16.823183099999998
cours privé les etoiles;14.941768099900399;-16.8230539
cours privés emir abdalah;14.94822739990116;-16.8191231
Ecole Elémentaire Tivaouane 13;14.964842699903127;-16.8186683
Ecole coranique de Tamba;14.953425799901776;-16.8278987
NULL;14.950186699901394;-16.820229
Ecole Keur Mame Ngome Gueye Samb;14.957121699902215;-16.818099399999998
groupe scolaire abdou aziz sy dabakh;14.954046599901853;-16.8136529
tivaouane 7;14.958735199902407;-16.812999899999998
Ecole Elémentaire Tivaouane 13;14.96198059990279;-16.806036
siége et centre culturel daara de TIVAOUANE;14.964237399903057;-16.812551799999998
ecole 12;14.96505649990315;-16.812058600000004
Laduni Institut Daara Moderne Anglo-franco-Arabe;14.941659999900386;-16.814069799999995
Ecole Elémentaire Tivaouane 16;14.944713099900742;-16.8072568
Etablissement Soumaya;14.757229399878595;-16.9117487
École elementaire Anary Diop;14.782704399881604;-16.9151017
Groupe Jammi Xaleyi;14.78769929988219;-16.9253229
École publique Iba Caty Ba;14.793653299882896;-16.9252873
École privée Princesse Diana;14.794586699883004;-16.924754
Académie privée des lettres et des sciences de Thiès;14.796786099883269;-16.9248639
CEP Thiès;14.797314099883323;-16.915826499999998
College moderne Lat Dior;14.799292799883563;-16.9266067
École elementaire Idrissa Diop;14.799968599883638;-16.9280616
École elementaire annexe Malick Sy;14.79943159988358;-16.9293517
